Mine ID,Operator,Mine Name,Type,Status,State,County,Primary Canvass Code,Commodity
0100857,Star Contracting & Mining Company,Mine No 2 Strip,Surface,Abandoned,Kentucky,Jefferson,Coal (Bituminous and Lignite),Coal (Bituminous)
1201261,Steftenagel Coal Company,Steftenagel Strip,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1202356,KENTUCKY FUEL CORPORATION,ADDCAR #1,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1202361,Augustus Augering & Contracting Inc.,Auger #26 ,Surface,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1500000,Kentucky Coal Company,Pike Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1500234,Clear Creek Collieries Inc,No 3 Mine,Underground,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1500237,L & J Coal Company Inc,No 3,Underground,AbandonedSealed,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1500257,L P Coal Company Inc,#5 Mine,Underground,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1500320,G & H Coal Co,No 1 Mine,Underground,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1500326,Garry Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1500331,Hillmar Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1500365,"Bowie Refined Coal, LLC",Estill Co.,Facility,Abandoned,Kentucky,Estill,Coal (Bituminous and Lignite),Coal (Bituminous)
1500388,Hite Preparation Company,Bx-51 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500389,Carry Back Coal Company,Fx-50 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500390,Carry Back Coal Company,No Bx 50 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500391,Carry Back Coal Company,Mine F-21,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500393,Mary Jean Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500394,Columbia Coal Company,No C 66 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500402,J R M Coal Company Inc,Mine No C-23,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500415,Export Coal Mining Inc,No Te 72 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500421,Export Coal Mining Inc,No L-100-10 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500422,Export Coal Mining Inc,No W 58 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500427,Export Coal Mining Inc,No L 50 2 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500428,Export Coal Mining Inc,No Le 77 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500449,Hamilton Coal Company Inc,No 9 Mine Mi 463 6,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500450,Hite Preparation Company,#G-2 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500451,Ligon Preparation Company,No G-15-4 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500460,Hite Preparation Company,No G-3,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500470,Ivyton Coal Company Inc,No 23 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500480,Jody Lee Coal Company,#2 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500497,Ligon Preparation Company,#1 I-1 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500504,Ligon Preparation Company,No I-100-5 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500506,Ligon Preparation Company,No I-65 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500511,Ligon Preparation Company,No I X-58 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500519,Little Mud Coal Company Inc,No 10 Mine Mi 9888,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500524,Meade Coal Company,No 3 Mine Mi 3375,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500530,Old Circle Coal Inc,No M 18 1 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500531,Old Circle Coal Inc,No M 5 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500532,Old Circle Coal Inc,No 4 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500533,Old Circle Coal Inc,No M-23 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500534,Old Circle Coal Inc,No M-21 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500535,Old Circle Coal Inc,No 1 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500536,Old Circle Coal Inc,No 4 Mine Mi 3336,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500537,Old Circle Coal Inc,No 6 Mine Mi 9609,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500538,Old Circle Coal Inc,#M - 16-A Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500539,Old Circle Coal Inc,#M - 16 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500540,Old Circle Coal Inc,Mine #M-6a,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500557,Stone Coal Co,Kathryn Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500565,Beaver Branch Coal Co,No 20 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1500570,B & S Coal Co,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500574,Bow Valley Coal Resources Inc,Belmon Division No 1 Mine,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500576,G V Coal Company,No 2 Mine,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500577,Blanton Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500582,Eastern Fuel Company Inc,No 2-Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500584,Herbert Turner Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500590,Dixie Fuel Company,No 1,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500600,Ky High Grade Coal Company Inc,No 1 Mine,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500614,Kellico Inc,No 5 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500615,K & B Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500627,Lick Branch Coal Co,No 2 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500628,Lick Branch Coal Co,No 3 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500629,Little Branch Coal Company,No 3 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500632,Little Knob Coal Company,Little Knob No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500635,Luptow Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500638,F & D Coal Company Inc,No 1,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500639,Magazine Coal Company,#1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500640,Marthann Coals Inc,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500648,P & M Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500653,Eastern Fuel Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500657,Eastover Mining Company,Darby No 3 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500661,Seals Coal Co Inc,No 8 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500663,Tennessee Kentucky Coal Company Inc,Insull #1 Auger,Surface,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500664,Tennessee Kentucky Coal Company Inc,Insull #1 Strip Mine,Surface,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500665,Tennessee Kentucky Coal Company Inc,No 4 Auger Mine,Surface,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500666,Tennessee Kentucky Coal Company Inc,No 3 Strip Mine,Surface,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500670,Warner Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500671,D & M Coal Company,No 1-A Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1500672,Webster County Coal Corp,Retiki Mine,Underground,AbandonedSealed,Kentucky,Henderson,Coal (Bituminous and Lignite),Coal (Bituminous)
1500673,Henderson Coal Company,#1 Mine,Underground,Abandoned,Kentucky,Henderson,Coal (Bituminous and Lignite),Coal (Bituminous)
1500675,Three Vee Coal Company Inc,Slate Ford Mine,Underground,AbandonedSealed,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1500682,C & S Coal Corp,Parkway Mine,Underground,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1500685,Russell Badgett Jr Coal Co,Little Joe Strip Mine,Surface,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1500687,Weskol Inc,Weskol No 2 Auger,Surface,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1500690,Pack Fast Coal Company Inc,No 1 Strip,Surface,Abandoned,Kentucky,Jackson,Coal (Bituminous and Lignite),Coal (Bituminous)
1500720,Terry Elkhorn Mining Company,Surface Mines,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1500730,B & J Coal Co,No 2 Mine,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500731,A K E Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500734,Bear Coal Company,No 4 Mine,Surface,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500753,Hall Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500776,A F & J Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500780,Hall & Taylor Coal Co,No 3 Mine,Surface,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500788,King Branch Mining Company Inc,No 1a Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500807,River Coal Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500808,B & J Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500816,A & H Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500819,T & S Coal Company Inc,No 1 A Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500825,Dan Gibson Coal Co,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500827,South-East Coal Company Inc,Mine #401,Underground,AbandonedSealed,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500828,W C Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500830,W C Coal Company,No 15 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500834,W C Coal Company,No 16 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500835,W C Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1500857,Consumers Elkhorn Coal Corp,No 1 Auger,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1500858,Gregory Coal Company,#1 Mine,Underground,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1500872,Gray & Helton Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1500906,Tan Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1500943,Young & Finley Coal Company Inc,No 1 Auger Mine,Surface,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1500950,Branch Mining & Land Company,Ace Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500953,Alonzo Collins Coal Co,No 10 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500973,Esk-Co Coal Company Inc,No 1-Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500981,Betsy Kay Coal Co,No 2 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500994,Buck Creek Coal Co,No 5 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500995,B & S Coal Co,No 1,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1500999,C & J Coal Company,No 1 Mine Mi 9624,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501006,C & R Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501035,Eldridge Coal Company,No 3 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501038,Yonts & Isaacs Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501054,E & C Coal Co,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501075,John Sexton Coal Company,No 5 Mine,Facility,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501081,K & B Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501083,K & J Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501098,Banks Mining Company Inc,No 11,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501107,Little Branch Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501148,Pole Coal Co,No 6 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501149,Pole Coal Co,No 4-A Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501150,Pole Coal Co,No 6a Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501152,R & C Coal Company,Mine No 1,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501157,Johnson & Johnson Coal Company,No 1,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501159,K & B Coal Company,No 7 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501161,Earnest Cook Coal Company Inc,No 8 Mine,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501172,Susan Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501178,Smith Elkhorn Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501183,Sterling Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501197,David Lee Adams Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1501228,Tip Top Coal Company Inc,No 1 Strip Mine,Surface,Abandoned,Kentucky,Magoffin,Coal (Bituminous and Lignite),Coal (Bituminous)
1501246,Wood Coal Sales Inc,Wood No 1 Mine,Underground,Abandoned,Kentucky,Muhlenberg,Coal (Bituminous and Lignite),Coal (Bituminous)
1501251,A & T Coal Co,Little 9 Mine Mi 8286,Underground,Abandoned,Kentucky,Ohio,Coal (Bituminous and Lignite),Coal (Bituminous)
1501268,Asher Coal Corp,No 9 Mine,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501283,Black Eagle & Diamond R Coal Company,No 1 A Strip,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501297,Consumers Elkhorn Coal Corp,No 4 Mine,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501302,Diamond Fork Coal Company,No 1 Surface,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501307,Jodee Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501318,P & C Coal Company,No 1,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501325,Indian Head Mining Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501338,Kentucky Prince Coal Corp,No 2 Surface,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501340,L Partin Coal Company,No 5 Mine,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501362,Whitaker Coal Corp,Perry County #1,Underground,AbandonedSealed,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501367,Pine Coal Corp,#1,Underground,AbandonedSealed,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501375,River Coal Company,No 2 Strip,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501382,Lawson Brothers Coal Company,No 1-Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1501394,Lost Mountain Mining Company,No1,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1501440,Birchfield & Adkins Coal Co,#103 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501452,Looney & Fields Coal Company Inc,No Lb-6 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501456,Bridge Coal Company,No 16 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501463,Standard Sign & Signal Company,No 1 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501481,Stardust Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501487,Compton & Compton Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501489,Consumers Elkhorn Coal Corp,No 4 Auger,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501499,Deluxe Coal Company,No 5l Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501504,Dotson Coal Company Inc,No 4 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501508,Coleman & Runyon Coal Company,#93 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501518,Elk Branch Mining Corp,#22 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501532,Four L Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501554,C & D Coal Company,No 14 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501560,Henry Clay Mining Company Inc,No 30 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501561,Coal Machinery Inc,No 28 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501570,Adams Branch Coal Co,1-L Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501576,Ann Coal Co,No 1,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501582,Potter Mining Company Inc,#19 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501589,Johnson & Hardin Coal Company,No 2 Mine Mi 9773,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501598,K & S Coal Company Inc,No 1-L Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501599,Oak Ridge Coal Company,No 2-C Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501606,Kenneth & Marie Coal Company,No 10 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501608,J & D Coal Co,No 2 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501625,Hunts Branch Coal Company Inc,No 1-Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501632,Leigh Coal Company Inc,#9 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501637,Taylor & Thompson Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501642,Cantrell Coal Company,2-L Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501646,Lick Fork Elkhorn Coal Company,No 1 Mine (D),Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501659,Little Hackney Creek Coal Company,No 28 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501660,Little Hackney Creek Coal Company,No 21 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501661,Little Hackney Creek Coal Company,No 30 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501672,Coleman & Runyon Coal Company,No 72-Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501679,Mathilda Coal Company,No 2 Mine Mi 361,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501681,May & Bevins Coal Company,#7 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501684,May & Johnson Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501692,Bartco Mining Company Inc,No 1 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501695,Claymon & Abram Adkins Coal Company,No 92 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501697,Mohawk Coal Company,Mohawk No 4,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501711,Coon Mining Company Inc,No 223 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501715,Bentley & Holcomb Coal Co,No 3l Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501724,Peerless Coal Company,#6 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501737,Robin L Coal Company,No 10 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1501739,Slaon & Hawkins Coal Company,No 18 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
