Mine ID,Operator,Mine Name,Type,Status,State,County,Primary Canvass Code,Commodity
1508245,Nantz Coal Company,No 1 Surface,Surface,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508246,Glenn Miniard Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508247,R J Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508248,Supreme Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508249,Cumberland Strip & Auger Inc,No 1 Surface,Underground,Abandoned,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508250,Warren Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508251,K Kiser Coal Company,No 2 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508252,Lady Washington Mining Company Inc,No 1 Surface,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508253,B M Mining & Milling Co Inc,No 4 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508254,O J Mining Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508255,Jamboree Coals Inc,No 2,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508256,Costain Coal Inc,Shingle Branch Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508257,Costain Coal Inc,Shingle Branch Mine No 2,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508258,Smith Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508259,Coppage Davis & Glenn Inc,C D G No 1 Strip Mine,Surface,Abandoned,Kentucky,Butler,Coal (Bituminous and Lignite),Coal (Bituminous)
1508260,Sergent Branch Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508261,Bingham Paving & Excavating,No 1 Surface,Surface,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1508262,A B C Developing Company Inc,No 7 Surface,Surface,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508263,Broas Mining Co,No 2 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508264,Enduro Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508265,Blue Diamond Coals Of Risner Inc,No 5-A Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508266,Ligon Preparation Company,No I-232 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508267,Abco Mining Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Magoffin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508268,Mountaineer Resources Inc,No 1 Surface,Surface,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508269,E & B Coal Company Inc,No 1 Strip Mine,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508270,B B & T Minerals,No 1 Surface,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508271,Bledsoe Coal Company Inc,Hamilton Mine,Underground,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1508272,Cherokee Energy Co Inc,Strip Mine No 1,Surface,Abandoned,Kentucky,Muhlenberg,Coal (Bituminous and Lignite),Coal (Bituminous)
1508274,B P Coal Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508275,Ligon Preparation Company,No G-65 Mine,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508276,Beaver Dam Fuel Inc,No 1 Mine,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508277,New Circle Coal Company Inc,No 2 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508278,Classic Coal Corp,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508280,J & C Coal Company,No 2 Mine,Underground,AbandonedSealed,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508281,Carbon Flo Inc,No 1 Prep Plant,Facility,Abandoned,Kentucky,Lee,Coal (Bituminous and Lignite),Coal (Bituminous)
1508282,Tesoro Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1508284,C & S Fuels Inc,No 1 Surface,Surface,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508285,H B H Coal Co Inc,Dartmont Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508286,Joeboner Elkhorn Coal Company Inc,No 11-C,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508287,Sampson Coal Company Inc,No 1,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508288,Regal Mining Inc,Regal No 1 Surface,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508289,Superior Coal Company Inc,No 1 Surface Mine,Underground,Abandoned,Kentucky,Martin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508290,Board Fork Mining Company,No 2 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508291,Panscape Of Kentucky Inc,Marietta Mine Pit No 2,Surface,Abandoned,Kentucky,Butler,Coal (Bituminous and Lignite),Coal (Bituminous)
1508292,Confederate Coal Company Inc,Ramey Branch Mine,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508293,Manalapan Mining Company Inc,RB #4,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508294,T & M Coal Corp,No 1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508295,Joc Coal Mining Inc,No 4 Mine,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508296,Truckers Coal Market Inc,No 4 Surface,Surface,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1508297,Jackson Coal Sales,No 1 Prep Plant,Facility,Abandoned,Kentucky,Lee,Coal (Bituminous and Lignite),Coal (Bituminous)
1508298,Henley-Lundgren Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Jackson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508299,Ruecon Coal Inc,No 1 Surface,Surface,Abandoned,Kentucky,Lawrence,Coal (Bituminous and Lignite),Coal (Bituminous)
1508300,Boone Elkhorn Coal Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508301,Saturday Coal Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508302,Capitol Coal Land & Development Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508303,Boyd County Coal Co,No 2 Surface Mine,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508304,Progressive Energies Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508305,Underground Recovery Inc,Dodge City No 1 Strip Mine,Surface,Abandoned,Kentucky,Butler,Coal (Bituminous and Lignite),Coal (Bituminous)
1508306,Robbinsville Construction Company,Robbinsville Coal Mine,Surface,Abandoned,Kentucky,Ohio,Coal (Bituminous and Lignite),Coal (Bituminous)
1508307,Danis Coal Corp,No 1 Salyer Surface Mine,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508309,Kimco Mining Company Inc,No 1 Surface,Surface,Abandoned,Kentucky,Jackson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508310,T H C Mining Company,No 7 Mine,Underground,Abandoned,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1508311,B & G Greenbriar Coal Company Inc,No 1,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508318,Franklin Mining Inc,No 1 Phipps Fork Surface Mine,Surface,Abandoned,Kentucky,Magoffin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508319,Sky View Mining Inc,No 106 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508320,David Lee Adams Coal Company Inc,No 4 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508321,Meade & Shepherd Coal Company Inc,No 2 Surface,Surface,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508322,Carl Moore Coal Company Inc,No 14 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508323,James Bennett,Leeper Lane Strip Mine,Surface,Abandoned,Kentucky,Webster,Coal (Bituminous and Lignite),Coal (Bituminous)
1508324,Williams & Crabtree Construction Company Inc,Ohio County No 1 Strip Mine,Surface,Abandoned,Kentucky,Ohio,Coal (Bituminous and Lignite),Coal (Bituminous)
1508325,High Carbon Fossil Fuel Company Inc,No 5 Mine,Underground,Abandoned,Kentucky,Laurel,Coal (Bituminous and Lignite),Coal (Bituminous)
1508326,Big Wood Coal Co,No 130 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508327,Blackhawk Mining Company Inc,No 3 Surface,Surface,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508328,Karst Robbins Coal Company Inc,No 6 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508329,Double C Coal Company Inc,No 1 Strip,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508330,U S Mng & Exploration & Natural Resources Co Inc,No 11 Surface,Surface,Abandoned,Kentucky,Owsley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508331,White Star Coal Co Inc,White Star Mine,Surface,Abandoned,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508332,Wind River Corp,Wind River Corp #1,Underground,AbandonedSealed,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1508333,Camp Fork Fuel Company Inc,No 4 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508334,Mt H A D Coal Company Inc,No 1 Surface,Surface,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508335,Deluxe Coal Co,No 9 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508336,Wilcox Trucking Inc,Carroll Mine,Surface,Abandoned,Kentucky,Ohio,Coal (Bituminous and Lignite),Coal (Bituminous)
1508337,Jo-B Coal Inc,No 1,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508338,Meta Elkhorn Mining Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Magoffin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508339,Black Jewel Coal Company,No 1 Surface,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508341,Breedens Creek Coal Company Inc,No 3 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508342,Thomas Branch Coal Company,No 4 Mine,Underground,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1508343,Rockhold Coal Company Inc,No 1 Surface,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508344,Coal Enterprises Company,No 2,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508345,Smith Coal Company,No 5 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508346,Smith Coal Company,No 6 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508347,P M & M Coal Company Inc,No 1 Mine,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508348,"Central Appalachia Mining, LLC",Alma Tipple,Facility,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508349,Shanty Hollow Coal Company,Shanty Hollow Mine,Surface,Abandoned,Kentucky,Edmonson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508350,E Lawson Coal Company Inc,No 30 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508351,Waldo Inc,No 3 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508352,Blue Ridge Coal Corp,No 2 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508353,Rone & Mc Guyer,Mine No 1,Surface,Abandoned,Kentucky,Butler,Coal (Bituminous and Lignite),Coal (Bituminous)
1508354,M P Coal Company,M P Strip Mine,Surface,Abandoned,Kentucky,Butler,Coal (Bituminous and Lignite),Coal (Bituminous)
1508355,Edward R Sczesny & Assoc,Victoria T Strip,Surface,Abandoned,Kentucky,Ohio,Coal (Bituminous and Lignite),Coal (Bituminous)
1508356,Green Coal Company Inc,Pleasant Ridge Strip Mine,Surface,Abandoned,Kentucky,Daviess,Coal (Bituminous and Lignite),Coal (Bituminous)
1508357,Peabody Coal Company,Camp #11,Surface,AbandonedSealed,Kentucky,Union,Coal (Bituminous and Lignite),Coal (Bituminous)
1508358,F & R Coal Company Inc,Utopia No 2 Mine,Underground,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1508359,T & K Fuel Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508360,"Knott County Coal, LLC",Wahoo Loadout,Facility,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1508361,Certicoals Inc,No 1 Surface,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1508362,Julie Car Coal Co,No 2 Mine,Underground,Abandoned,Kentucky,Leslie,Coal (Bituminous and Lignite),Coal (Bituminous)
1508363,Coalglo Corp,No 1 Surface,Surface,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1508364,C & C Coal Co,No 1 Strip,Surface,Abandoned,Kentucky,Lee,Coal (Bituminous and Lignite),Coal (Bituminous)
1508365,John F Newsom Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508366,B & G Coal Company Inc,No 1 Auger,Surface,Abandoned,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508367,Green Coal Company Inc,Southard Mine,Surface,Abandoned,Kentucky,Ohio,Coal (Bituminous and Lignite),Coal (Bituminous)
1508368,Jonancy Coals Inc,No 3 Surface,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508369,Enoch Coal Company,Wheatcroft Strip,Surface,Abandoned,Kentucky,Webster,Coal (Bituminous and Lignite),Coal (Bituminous)
1508370,B & F Mining Company,No 1 Surface,Surface,Abandoned,Kentucky,Owsley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508371,Mid-Eastern Coal Company Inc,No 1 Prep Plant,Facility,Abandoned,Kentucky,Laurel,Coal (Bituminous and Lignite),Coal (Bituminous)
1508372,Universal Coals Inc,No 1 Auger,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508373,Bunn & Sexton Construction Co,No 1 Surface,Surface,Abandoned,Kentucky,Lee,Coal (Bituminous and Lignite),Coal (Bituminous)
1508374,Southern Golf Minerals Company Inc,Surface No 2,Underground,Abandoned,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508375,White Oak Coal Corp,#1 Strip,Surface,AbandonedSealed,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1508376,Gene R Daugherty Trucking Company,No 1 Surface,Surface,Abandoned,Kentucky,Mccreary,Coal (Bituminous and Lignite),Coal (Bituminous)
1508377,Blue Ridge Minerals,No 1 Strip Mine,Surface,Abandoned,Kentucky,Mccreary,Coal (Bituminous and Lignite),Coal (Bituminous)
1508378,B & B Coal Company,No 1 Mine,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508379,Energy Enterprises Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1508380,O H Coal Company Inc,No 1 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508381,Cargo Mining Company Inc,No 3 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508382,Martin County Coal Corp,South Side Surface Mine No 1,Surface,Abandoned,Kentucky,Martin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508383,R & J Coal Company,No 1 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508384,Leeco Inc,No 15a Surface,Surface,Abandoned,Kentucky,Clay,Coal (Bituminous and Lignite),Coal (Bituminous)
1508385,Ben Le Coal Corp,Prep Plant No 1,Facility,Abandoned,Kentucky,Rockcastle,Coal (Bituminous and Lignite),Coal (Bituminous)
1508386,Still House Coal Company Inc,No 1 Mine,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508387,Placid Coal Corp,No 1 Surface,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508388,Little Hackney Creek Coal Company,No 46 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508389,J E T Enterprise,J E T Enterprises Of Kentucky,Surface,Abandoned,Kentucky,Webster,Coal (Bituminous and Lignite),Coal (Bituminous)
1508390,C & O Coal Co Inc,C & O #1,Surface,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1508391,Jim Smith Contracting Company Inc,Mine No 1,Underground,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1508392,Broyles & Dotson Coal Company,No 1,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508393,Ratliff Brothers Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508394,Ratliff Brothers Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508395,C-Pump Mining Company,No 1 Surface,Surface,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1508396,Camco Mining Company,No 1,Underground,Abandoned,Kentucky,Mccreary,Coal (Bituminous and Lignite),Coal (Bituminous)
1508397,K D B Coal Company Inc,No 1 Strip Mine,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508398,Tri-Coal Energies,Tri-Coal Energies Strip,Surface,Abandoned,Kentucky,Butler,Coal (Bituminous and Lignite),Coal (Bituminous)
1508399,Zephyer Coal Company Inc,No 2,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508400,Romac Coal Company,No 1 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508401,Five Way Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508402,Coal Valley Coal Corp,No 1 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508403,Childers Coal Company,Br-10,Underground,AbandonedSealed,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508404,Pioneer Corp,No 2 Surface,Surface,Abandoned,Kentucky,Martin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508405,Toptiki Coal Corp,Toptiki Tipple,Facility,Abandoned,Kentucky,Martin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508406,Deep Hollow Coal Company,No 1 Surface Mine,Surface,Abandoned,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508407,Central Kentucky Landscaping Company,Martin No 2 Surface Mine,Surface,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508408,T B S Mining Inc,No 3 Surface,Surface,Abandoned,Kentucky,Morgan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508409,Red Bird Coal Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Johnson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508410,Red Bud Coal Company,No 1 Mine,Underground,AbandonedSealed,Kentucky,Letcher,Coal (Bituminous and Lignite),Coal (Bituminous)
1508411,Otis Bennett Coal Company,Bennett No 1,Surface,Abandoned,Kentucky,Hopkins,Coal (Bituminous and Lignite),Coal (Bituminous)
1508412,Collins Coal Company,No 131 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508413,Excel Mining Llc,Mine No 1,Underground,Abandoned,Kentucky,Martin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508414,Harlan Cumberland Coal Company,H-1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508415,Harlan Cumberland Coal Company,No D-1 Mine,Underground,AbandonedSealed,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508416,Lee Co Consolidated Coal Company,Greenhall Surface,Surface,Abandoned,Kentucky,Jackson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508417,Kentucky Pacific Mining Corp,Kentucky Pacific No 1,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508418,D & R Coal Company,Surface Mine,Surface,Abandoned,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1508419,Brownies Creek Collieries Inc,Tejay No 1 Mine,Underground,AbandonedSealed,Kentucky,Bell,Coal (Bituminous and Lignite),Coal (Bituminous)
1508420,Lily Mining & Energy Corp,Strip Mine No 1,Surface,Abandoned,Kentucky,Laurel,Coal (Bituminous and Lignite),Coal (Bituminous)
1508421,Elk Creek Mining Inc,No 1 Strip,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508422,Wales Corp,Wales No 3 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508423,Star Lite Mining Inc,No 1 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508424,Dulles Construction Industrial Park Inc,Hwy 120 Strip,Surface,Abandoned,Kentucky,Webster,Coal (Bituminous and Lignite),Coal (Bituminous)
1508425,T & H Coal Company Inc,No 2 Mine,Underground,AbandonedSealed,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1508426,Patsy Jane Coal Corp,No 2 Surface,Surface,Abandoned,Kentucky,Perry,Coal (Bituminous and Lignite),Coal (Bituminous)
1508427,Bruce Branch Coal Company Inc,Bruce Branch #1,Underground,AbandonedSealed,Kentucky,Knott,Coal (Bituminous and Lignite),Coal (Bituminous)
1508428,Greenwood Land & Mining Company Inc,No 1 Mine,Underground,Abandoned,Kentucky,Mccreary,Coal (Bituminous and Lignite),Coal (Bituminous)
1508429,Case Coal Company,No 8 Surface Mine,Surface,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508430,Grassy Fork Coal Company,No 2 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508431,Poverty Coal Company Inc,No 1,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508432,Rocky Coals Inc,No 1 Surface,Surface,Abandoned,Kentucky,Magoffin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508433,Airco Mining Company Corp,No 1 Mine,Underground,AbandonedSealed,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508434,Lewis Coal Company,No 1-A Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508435,W E & Jonah Warren Coal Company Inc,No 1 Strip,Surface,Abandoned,Kentucky,Mccreary,Coal (Bituminous and Lignite),Coal (Bituminous)
1508436,Thunderbird Coal Corp,Tunnel Hollow Surface,Surface,Abandoned,Kentucky,Mccreary,Coal (Bituminous and Lignite),Coal (Bituminous)
1508437,H & D Mining Company,Surface Mine,Underground,Abandoned,Kentucky,Whitley,Coal (Bituminous and Lignite),Coal (Bituminous)
1508438,B M Mining & Milling Co Inc,No 5 Mine,Underground,Abandoned,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508439,Underground Recovery Inc,Higgs Strip Mine,Surface,Abandoned,Kentucky,Grayson,Coal (Bituminous and Lignite),Coal (Bituminous)
1508440,D & N Coal Corp,No 2 Mine,Underground,Abandoned,Kentucky,Floyd,Coal (Bituminous and Lignite),Coal (Bituminous)
1508441,Miller Robinson & Morlang Mining & Reclam Corp,No 1 Surface Mine,Surface,Abandoned,Kentucky,Magoffin,Coal (Bituminous and Lignite),Coal (Bituminous)
1508442,Mullins & Sons Coal Company Inc,No 4 Mine,Underground,AbandonedSealed,Kentucky,Pike,Coal (Bituminous and Lignite),Coal (Bituminous)
1508443,P B & S Coal Company,D-1 Mine,Underground,Abandoned,Kentucky,Harlan,Coal (Bituminous and Lignite),Coal (Bituminous)
1508444,Four G Corp,No 1 Surface,Surface,Abandoned,Kentucky,Laurel,Coal (Bituminous and Lignite),Coal (Bituminous)
1508445,Little King Coal Mining & Leasing Company,No 1 Strip,Surface,Abandoned,Kentucky,Laurel,Coal (Bituminous and Lignite),Coal (Bituminous)
1508446,S B S Contractors Inc,No 1 Strip,Surface,Abandoned,Kentucky,Knox,Coal (Bituminous and Lignite),Coal (Bituminous)
1508447,Helco Minerals Corp,Helco No 1 Surface,Surface,Abandoned,Kentucky,Owsley,Coal (Bituminous and Lignite),Coal (Bituminous)
